Datum,DAX50ESGneu,HDAXneu,DAX39ESG,HDAX73
03.09.10,686.6328171,761.5612496,686.0759057,760.7534275
06.09.10,687.9567163,763.6904075,687.1412914,762.8869569
07.09.10,682.7935493,759.0271493,681.9708655,758.4651993
08.09.10,688.2249627,765.5776678,687.4256788,764.9003286
09.09.10,697.3001834,772.379366,696.6394357,772.1455008
10.09.10,697.077503,773.9268839,696.2671486,773.8234118
13.09.10,703.7775617,781.271021,702.9706779,781.3603956
14.09.10,707.806602,783.4753818,707.1796924,783.7076634
15.09.10,706.9764263,782.3829115,706.4464226,782.5257738
16.09.10,708.1703841,782.3813795,707.6420893,782.6648952
17.09.10,707.1861902,779.188251,706.5484968,779.4857249
20.09.10,715.770628,788.8003493,715.392055,789.517739
21.09.10,714.0018092,787.4530045,713.7544987,787.9782488
22.09.10,705.7569118,779.9026789,705.4582876,780.3155956
23.09.10,703.9464962,776.4736006,703.5223138,776.7551903
24.09.10,716.382365,787.896044,716.1161646,788.4273748
27.09.10,714.8845883,788.7225329,714.5780055,789.3468558
28.09.10,715.4030691,790.5499553,715.2248051,791.2524709
29.09.10,712.5585084,788.6998459,712.2608887,789.3514332
30.09.10,713.6671284,789.3876216,713.3333998,789.9576167
01.10.10,713.2533,787.8018489,712.8066154,788.2077278
04.10.10,706.0165603,779.6260186,705.442186,779.9679906
05.10.10,716.2177569,786.7967248,715.669086,787.2358865
06.10.10,724.243569,792.0977661,723.4938969,792.5206545
07.10.10,725.381108,793.7755487,724.6791619,794.5273236
08.10.10,729.3696944,798.0597056,728.7378392,799.1027289
11.10.10,730.9531079,800.1773961,730.3139482,801.1684375
12.10.10,730.3893791,800.3487768,729.8452088,801.4462366
13.10.10,743.2192021,811.2341433,742.67993,811.9639728
14.10.10,746.1576326,814.0026388,745.6395156,814.8528494
15.10.10,749.8065803,815.6504348,749.2381981,816.175612
18.10.10,752.6628693,817.6189585,752.142501,818.2462017
19.10.10,748.5660147,811.8790456,748.1537462,812.6504249
20.10.10,751.3407115,814.938823,750.9046611,815.7888419
21.10.10,761.7288949,824.8176011,761.1653159,826.3213847
22.10.10,761.0399676,824.6525511,760.5616861,826.03728
25.10.10,766.6800467,832.2888713,766.2185912,833.9631591
26.10.10,763.425773,832.6721629,762.8453792,834.4153211
27.10.10,757.6325015,830.2233813,756.9576049,831.8646844
28.10.10,757.6251354,833.8268367,756.974565,835.6456475
29.10.10,760.1951165,837.6893345,759.528667,839.5901839
01.11.10,760.866469,838.1841915,760.1822264,840.170304
02.11.10,765.956269,843.3162177,765.3541702,845.4995852
03.11.10,763.0117179,843.6786472,762.4259648,846.0750111
04.11.10,776.9842556,855.8824307,776.3865681,858.5471028
05.11.10,777.5021018,857.6092371,776.9326478,860.2429265
08.11.10,776.3096758,856.4627865,775.6965239,858.7436056
09.11.10,779.6477921,863.9150194,779.0687614,865.92425
10.11.10,771.1706411,854.8489197,770.5670094,856.5946156
11.11.10,769.9884162,847.9391483,769.6611004,850.4488457
12.11.10,772.1110444,849.4491999,771.6215995,851.7675914
15.11.10,778.1230107,855.1328795,777.8078458,857.6761052
16.11.10,761.3215123,838.9047699,760.955343,841.1515104
17.11.10,765.0438262,843.1706331,764.8508305,845.8866122
18.11.10,780.4262784,859.5830101,780.3500978,862.7463409
19.11.10,781.3590211,861.5722608,781.2653381,864.4979112
22.11.10,779.0244809,859.9684871,778.9853317,862.7730581
23.11.10,763.4763354,843.2491478,763.2357754,845.8133732
24.11.10,776.9963814,857.671756,776.6333131,860.5074603
25.11.10,783.9301691,865.1445582,783.5738363,867.881805
26.11.10,779.4379888,861.3543795,779.0088815,864.2907355
29.11.10,759.808079,844.5091012,759.3798784,847.0955694
30.11.10,760.2550732,844.5049107,759.5519239,846.9791484
01.12.10,781.1584386,864.5556862,780.4867151,867.4555662
02.12.10,799.1220862,881.5073707,798.2821005,884.2767135
03.12.10,797.340968,882.715101,796.4878624,885.7445061
06.12.10,800.8584789,885.677394,800.0764238,889.0102507
07.12.10,807.9503687,893.2197893,807.2372748,897.0392156
08.12.10,804.96493,890.12401,804.3129965,893.641823
09.12.10,803.4413066,885.9216346,802.7759687,889.1915265
10.12.10,807.1599108,892.2557588,806.4745198,894.9540762
13.12.10,809.2968578,897.2453995,808.6263672,899.9084513
14.12.10,808.2813151,895.358049,807.5375965,897.8075944
15.12.10,807.4962285,895.9543106,806.7009677,897.9746008
16.12.10,808.5317669,896.3813542,807.6680294,898.2107826
17.12.10,804.586208,891.1661047,803.7326844,892.9547637
20.12.10,809.1506517,897.930697,808.2466459,899.7264047
21.12.10,815.930101,906.6142034,815.0842872,908.663734
22.12.10,817.2108611,909.7680858,816.2645911,911.1146013
23.12.10,818.2112684,910.2222773,817.1661047,911.0043458
24.12.10,818.2112684,910.2222773,817.1661047,911.0043458
27.12.10,807.6489256,898.737315,806.4729607,899.0488039
28.12.10,809.4389715,899.8784036,808.350472,900.3992413
29.12.10,810.6685567,902.1451481,809.597798,902.7603114
30.12.10,802.8818332,897.663116,801.5908525,897.4616943
31.12.10,802.8818332,897.663116,801.5908525,897.4616943
03.01.11,812.4765707,906.8552673,811.48394,907.5171093
04.01.11,809.3941023,905.4874435,808.2779878,906.161464
05.01.11,801.722849,897.189707,800.8194716,897.5907967
06.01.11,804.0479474,901.0452883,803.3175179,901.9786206
07.01.11,799.2781985,898.7904392,798.518546,899.6278964
10.01.11,787.6878719,886.404596,787.0950468,886.6896769
11.01.11,799.374004,898.5152883,798.8226628,899.1733756
12.01.11,813.5135469,911.7681055,812.8922702,912.6071961
13.01.11,811.3234423,911.1980907,810.6526428,912.0493326
14.01.11,810.3914569,908.8026585,809.4086741,909.4993498
17.01.11,808.7839599,906.8282997,808.0258545,907.8551157
18.01.11,815.1601304,910.9459423,814.4794762,911.9989808
19.01.11,807.3944511,901.2761915,806.8460949,902.1360751
20.01.11,797.1479867,885.7920233,796.5052279,886.5130719
21.01.11,800.995076,886.9676268,800.3098357,887.9415125
24.01.11,801.7803778,887.3767371,801.2191984,888.4633403
25.01.11,799.1984274,885.0465274,798.6415875,885.927627
26.01.11,811.9492548,897.7190338,811.5160404,899.0015115
27.01.11,814.3884648,900.9907898,813.8962996,902.6288502
28.01.11,808.2065965,897.193199,807.6234289,898.8018558
31.01.11,805.2608289,892.41218,804.8563305,894.2331765
01.02.11,817.7416098,904.1256349,817.3725398,905.3399308
02.02.11,819.226069,904.2839937,818.9667025,905.9228067
03.02.11,821.1153271,907.4920817,820.9044742,909.4911758
04.02.11,825.7468377,911.2705901,825.3866682,913.0738612
07.02.11,834.8749056,922.5715779,834.3899553,924.6122724
08.02.11,841.5123766,927.4501715,841.0569098,929.6707842
09.02.11,840.2307603,926.2978858,839.8137993,928.5857214
10.02.11,841.5478352,928.1101009,841.1741257,930.2685601
11.02.11,844.7700677,932.4082036,844.4262192,934.9105718
14.02.11,848.9263716,937.4848301,848.5509196,940.0784517
15.02.11,848.0783747,933.526515,847.6660429,935.9101113
16.02.11,850.0837886,934.1767793,849.6812511,936.5851665
17.02.11,850.4065122,931.2974395,849.6029888,933.4255438
18.02.11,852.4686686,932.905336,851.5764604,934.9403952
21.02.11,841.4845357,922.3286665,840.5977453,924.0646848
22.02.11,837.9150262,921.1327866,837.0270266,922.7209267
23.02.11,825.896165,906.1876329,825.08821,907.3406445
24.02.11,816.2290724,895.388351,815.4580146,896.5198633
25.02.11,827.4968836,911.7513212,826.5819159,912.9508776
28.02.11,838.4310076,921.0561643,837.5529557,922.6626111
01.03.11,835.1671718,919.7579786,834.1196189,921.0281624
02.03.11,827.8199164,913.3413069,826.8734734,914.7962854
03.03.11,833.038671,919.1897436,832.0250002,920.4880482
04.03.11,829.6395259,915.0358287,828.5254936,916.3799852
07.03.11,828.8504079,913.6569655,827.784684,915.2499187
08.03.11,831.6396773,917.3318615,830.8053624,919.0536522
09.03.11,830.1563259,915.5068497,829.3933078,917.1584531
10.03.11,819.7845746,903.8526694,819.0567061,904.6358695
11.03.11,804.197965,890.1626929,803.5205378,890.8780085
14.03.11,793.3919074,877.893349,792.6173736,878.0649445
15.03.11,772.6532409,852.1523829,771.8579533,852.8078607
16.03.11,759.8910951,842.5727494,758.9401195,842.482517
17.03.11,777.3808731,858.676069,776.5613604,858.8550755
18.03.11,781.2432988,864.4497082,780.157267,864.8326013
21.03.11,797.499279,882.4899653,796.5735038,883.3797694
22.03.11,793.4600499,879.3172934,792.6085217,879.9413901
23.03.11,794.5858268,882.010969,793.9520701,882.4250468
24.03.11,808.5679754,896.667995,807.7093703,897.4694713
25.03.11,811.3586848,898.7888846,810.312513,899.3174714
28.03.11,811.9530675,899.1410633,810.9140003,899.2563299
29.03.11,814.4795709,899.7311067,813.3628066,899.8385753
30.03.11,826.4998832,913.6714969,825.2533849,914.4070864
31.03.11,826.0462811,913.8177349,824.7771304,914.6309605
01.04.11,841.1295575,927.0778065,839.9099339,928.1625887
04.04.11,840.3605826,929.0823321,839.1804922,929.9943109
05.04.11,839.7734223,930.3489767,838.3637033,931.1509779
06.04.11,846.23851,934.6328183,844.8144051,935.3953131
07.04.11,835.4265816,925.6034189,834.0087538,926.2837142
08.04.11,839.661962,927.5817203,838.1265558,928.1209013
11.04.11,832.6420525,921.4320663,831.1042783,922.0647651
12.04.11,822.8124616,909.4746862,821.1996618,909.6769357
13.04.11,828.2246614,915.8219901,826.7270314,916.1583298
14.04.11,826.1568436,914.1243367,824.7098569,914.8733545
15.04.11,830.8583299,919.3965179,829.3518326,920.3234473
18.04.11,812.1475954,902.4000902,810.6453658,902.8676476
19.04.11,816.822153,907.9662567,815.3608779,909.1493627
20.04.11,840.6586776,930.3926611,839.1339545,931.9241911
21.04.11,845.5481078,935.1724636,843.9704287,937.0671286
22.04.11,845.5481078,935.1724636,843.9704287,937.0671286
25.04.11,845.5481078,935.1724636,843.9704287,937.0671286
26.04.11,853.5392854,942.9705218,851.945576,945.2949785
27.04.11,859.7400495,950.6643143,858.2987671,953.6406506
28.04.11,867.9369011,959.9194351,866.5100493,963.1481978
29.04.11,872.7156971,965.4009364,871.3556168,968.8152285
02.05.11,874.6784527,968.8723474,873.2572966,972.2259096
03.05.11,871.1331125,964.7252364,869.9241675,967.9431333
04.05.11,857.1678109,949.7608427,856.1018758,953.0702693
05.05.11,857.8180008,949.8381408,856.7234874,952.8296035
06.05.11,870.4368219,959.872146,869.2297143,963.0736743
09.05.11,862.7311291,953.3544077,861.4011207,956.5072239
10.05.11,874.6654094,965.9913854,873.2375313,969.3584955
11.05.11,872.4495538,965.6825757,871.3593911,969.4867572
12.05.11,868.2488855,960.531715,867.1737312,963.9442982
13.05.11,866.1452096,961.4196639,864.7442564,964.6168311
16.05.11,865.798286,959.359198,864.4725164,962.4369668
17.05.11,848.9705681,942.8585285,847.653704,945.5919981
18.05.11,854.4364387,946.1686068,853.239362,949.4662381
19.05.11,861.0326227,954.7860122,859.7875778,958.3580032
20.05.11,855.7865842,950.4145315,854.3828257,953.7636809
23.05.11,837.4497576,932.3407282,836.0229556,935.7651046
24.05.11,841.4452181,937.3014638,839.9227224,940.7267195
25.05.11,842.2312669,941.3027874,840.8254741,944.9554307
26.05.11,838.092761,936.9909869,836.6735639,940.5616982
27.05.11,843.3030471,945.3542387,841.9103656,949.1339769
30.05.11,844.0463727,947.4455699,842.566744,950.7238656
31.05.11,857.8734798,958.7705289,856.4058154,961.7928794
01.06.11,850.102786,955.4089484,848.323038,958.7958958
02.06.11,835.4752932,940.674016,833.7154881,944.270123
03.06.11,839.0296165,944.2409514,837.3826718,946.6945999
06.06.11,837.4782876,942.4935081,835.8279691,944.922618
07.06.11,837.2523111,942.3051177,835.6215149,944.9323567
08.06.11,831.5677583,934.3048361,829.9637848,936.8324649
09.06.11,843.2002456,945.7009878,841.6819559,948.6183146
10.06.11,833.8990276,933.8574259,832.4104812,936.4229711
13.06.11,835.0227654,934.5071045,833.6083441,937.1127161
14.06.11,845.7677678,945.3678014,844.4979077,948.4664885
15.06.11,836.7186129,938.8847357,835.4688055,941.9190485
16.06.11,833.1219977,934.9038012,831.9149695,937.8800908
17.06.11,839.260839,937.7029591,838.100505,940.7741988
20.06.11,838.4750776,935.562897,837.5294773,938.7390609
21.06.11,852.246526,950.4221239,851.1563739,953.970086
22.06.11,849.9105138,949.7980837,848.8226206,953.248042
23.06.11,835.9312443,936.2799159,834.8682586,939.3130154
24.06.11,832.9209067,936.5117202,831.780104,940.0483013
27.06.11,829.4377264,933.8693214,828.3128178,937.160966
28.06.11,835.2643468,942.1609074,834.1626282,945.6661012
29.06.11,853.7813576,958.5991256,852.6603598,962.4500219
30.06.11,868.8507193,973.4951203,867.6273498,977.4604659
01.07.11,873.5424289,977.876176,872.1277282,981.8507186
04.07.11,878.6826782,987.5642657,877.3700462,991.7207474
05.07.11,880.6868716,991.7290397,879.5654439,996.1214861
06.07.11,879.0324518,991.1341299,878.0692234,995.5756267
07.07.11,885.5836801,997.9734971,884.6021532,1002.62885
08.07.11,879.870785,991.6599647,878.8956086,996.2792909
11.07.11,858.2529104,970.4110563,857.1994921,974.3421102
12.07.11,851.1061972,961.2672304,849.991337,965.2868885
13.07.11,866.4345865,975.843669,865.4277421,979.9362055
14.07.11,861.5167343,968.7198688,860.482975,972.6339321
15.07.11,866.5879764,972.4666559,865.6126849,976.3229961
18.07.11,850.54673,956.5207714,849.7935286,960.0991342
19.07.11,857.2258079,968.4660307,856.3682543,972.4045698
20.07.11,863.5877999,972.5182256,862.7796773,976.5134969
21.07.11,871.2768287,976.8538846,870.5138523,981.2012363
22.07.11,875.706382,982.8296121,874.9588724,987.2222944
25.07.11,879.7697553,986.7976824,879.0655866,991.288273
26.07.11,875.6547203,982.8232588,875.015935,987.2793021
27.07.11,863.6741685,970.6193176,862.9070812,974.766901
28.07.11,852.430909,957.6640904,852.0079134,961.8000725
29.07.11,848.1275321,956.1989623,847.7658398,960.5419312
01.08.11,828.7935408,939.6982026,828.3324797,944.3457908
02.08.11,805.6341042,917.7933976,805.2369827,921.4529066
03.08.11,791.0575443,893.5804164,790.511902,897.1604009
04.08.11,760.2994189,850.7051205,759.4989616,852.7886868
05.08.11,745.5276987,835.0927829,744.5158473,837.5166282
08.08.11,703.8085945,787.0265467,702.6580226,788.9637757
09.08.11,711.687977,798.5160374,710.7141113,801.1238309
10.08.11,685.7435611,778.3169738,684.2291932,778.9183796
11.08.11,711.187337,804.4775489,709.5653791,805.9231336
12.08.11,735.2520095,829.3845914,733.7109245,831.9198706
15.08.11,739.1415365,834.6716645,737.3248871,836.8145988
16.08.11,731.3662508,825.7933018,729.7496749,827.8847196
17.08.11,725.1978483,819.001111,723.7303595,820.4551888
18.08.11,683.8788479,775.8263552,682.2838681,776.0253459
19.08.11,667.5909137,761.3104079,666.0248822,761.5951855
22.08.11,664.8169215,759.4027134,663.2429405,759.5024559
23.08.11,668.6994123,765.9895042,667.3905289,766.9058066
24.08.11,685.9070588,786.0795483,684.5683009,786.7033157
25.08.11,679.1124452,780.1053529,677.6170762,779.7950055
26.08.11,671.9279299,774.2638102,670.3840827,773.8218938
29.08.11,688.8852688,793.0188557,687.3483462,792.8886478
30.08.11,689.086688,795.353729,687.3712616,795.3064454
31.08.11,709.5392424,819.0188191,707.691899,819.2482867
01.09.11,706.3160118,815.8169041,704.4886378,816.2266411
02.09.11,681.3678795,790.2281688,679.3434906,789.5852328
05.09.11,645.9096994,751.8487155,643.7576446,751.0318151
06.09.11,641.4956971,748.2151384,639.165502,746.7691935
07.09.11,667.3832169,776.4972339,665.2104632,776.1425377
08.09.11,671.6557975,780.0123067,669.4318063,780.1665486
09.09.11,645.4237906,753.7951154,643.0164253,753.3298987
12.09.11,629.4989896,737.6556588,627.2085565,735.9427138
13.09.11,637.7435703,746.8619585,635.4220969,746.1396324
14.09.11,660.3015657,770.8077642,658.0151697,771.1968971
15.09.11,678.3316159,789.0096243,675.8774993,789.8718598
16.09.11,686.1762903,800.9394736,683.625026,802.5238727
19.09.11,667.2434095,781.1856122,664.5896319,781.4682223
20.09.11,683.3309084,799.0052395,680.6776584,799.8301911
21.09.11,669.7372074,783.8036794,667.1083846,784.0076723
22.09.11,635.2398587,745.8035977,632.8181358,745.5908771
23.09.11,634.9225414,741.6540986,632.6499708,741.3814332
26.09.11,651.1733216,754.9589812,649.1854222,755.368493
27.09.11,684.4706404,790.5979879,682.5380635,791.5045335
28.09.11,679.7256015,786.923565,677.781953,787.3845365
29.09.11,684.299995,790.3800165,682.5113931,790.8711423
30.09.11,661.9001798,767.9142759,660.3611294,766.4703662
03.10.11,650.3284987,751.2383281,648.5088908,749.6888744
04.10.11,624.1931413,721.6885516,622.2905775,720.0050819
05.10.11,655.4421984,753.5360505,653.7704317,753.0333228
06.10.11,677.6082005,779.1920585,675.738308,778.9965697
07.10.11,681.5508801,783.4365863,679.6999238,782.7547157
10.10.11,702.3411552,804.9302084,700.4622711,804.4966781
11.10.11,703.4816365,809.2312623,701.6677797,808.0130373
12.10.11,719.7535562,825.794203,717.9096395,824.5749056
13.10.11,712.193585,819.1142308,710.2814384,818.1664001
14.10.11,718.935529,829.3868218,717.0343612,828.5118518
17.10.11,707.3628579,816.2983561,705.486485,815.3076038
18.10.11,710.3009904,820.1473138,708.2837409,818.5809384
19.10.11,712.860015,824.174839,710.9424589,822.379931
20.10.11,698.3338675,807.9699121,696.4393204,806.1504641
21.10.11,720.5055298,829.1422883,718.8265681,828.1931594
24.10.11,733.1497691,844.2113534,731.4151234,843.5030519
25.10.11,727.5004792,836.4600436,725.9266865,835.5547293
26.10.11,725.4663836,833.8875082,723.8321761,833.0519455
27.10.11,760.1883658,869.1604808,758.5641349,868.8282135
28.10.11,760.2185261,869.7142745,758.484321,868.8886076
31.10.11,735.657627,845.3079916,733.9530318,843.9447046
01.11.11,700.6285397,806.1196675,698.9244794,803.9128213
02.11.11,716.4960801,821.3852335,714.8631711,820.4898231
03.11.11,737.022121,838.1850251,735.3238575,837.7701389
04.11.11,724.7519844,826.9092251,722.772511,824.9401664
07.11.11,719.9990452,819.8739878,717.9540724,818.3494742
08.11.11,725.8842658,827.2683653,723.9791075,826.26781
09.11.11,711.2191033,811.5656625,709.5258561,810.4248796
10.11.11,710.81387,809.3962222,709.3327091,808.4132828
11.11.11,732.6516723,833.6845414,731.228194,833.6197813
14.11.11,720.8709309,822.4317439,719.4119736,821.9523143
15.11.11,712.0087887,815.4959962,710.4971297,814.8268094
16.11.11,707.2652426,813.0503911,705.8715815,811.387893
17.11.11,699.3661204,802.7196069,697.9357653,800.9538118
18.11.11,691.9870588,793.315477,690.5895667,791.4891898
21.11.11,667.2888417,765.4167182,665.8461326,763.3250363
22.11.11,660.1622579,757.8777474,658.4799958,756.3110481
23.11.11,650.6189588,747.714649,648.8606814,745.7535396
24.11.11,651.7639135,752.5250463,649.9472626,750.2994952
25.11.11,657.0927631,756.8689736,655.2727153,754.8198078
28.11.11,684.6293486,785.1234482,682.8622647,783.9997552
29.11.11,689.3920064,789.878198,687.729312,788.7449928
30.11.11,724.0062324,826.257654,722.4443509,825.0964298
01.12.11,717.0957776,819.7073383,715.6708504,818.1511264
02.12.11,724.8632406,827.3631688,723.4663317,826.1300431
05.12.11,727.9298644,829.9803798,726.66698,828.702376
06.12.11,720.9474878,819.4260369,719.3608364,817.967375
07.12.11,715.201869,814.6176222,713.7039135,812.7013372
08.12.11,701.2368828,797.9061907,699.5044127,795.5312536
09.12.11,711.3149044,806.7551976,709.7841503,805.3169034
12.12.11,687.9824488,783.0359921,686.2481297,780.592694
13.12.11,686.4006189,783.2337546,684.6387187,780.75183
14.12.11,674.3216336,765.9803347,672.4394676,763.3736132
15.12.11,682.5219453,773.8446518,680.638502,771.2570343
16.12.11,682.0619609,772.4169449,680.1804513,769.9059664
19.12.11,679.4214419,770.2053972,677.5753492,767.65688
20.12.11,699.8629493,791.3147363,698.0958824,789.3207223
21.12.11,695.0089688,787.2237009,693.264674,784.7137654
22.12.11,701.7714597,794.6176954,700.0587713,792.2351486
23.12.11,704.4303923,797.9632575,702.6759486,795.4394246
26.12.11,704.4303923,797.9632575,702.6759486,795.4394246
27.12.11,705.3988129,798.7795856,703.6813871,796.5848349
28.12.11,695.1008505,788.4810409,693.2867183,785.7963526
29.12.11,701.3486921,795.2457459,699.539824,792.3443765
30.12.11,708.5605669,801.8814478,706.7972678,799.2577312
02.01.12,728.5206737,821.8800904,726.8736908,819.3424512
03.01.12,737.928344,832.9693249,736.3752031,830.8738328
04.01.12,733.0974237,826.7660962,731.5336301,824.3620781
05.01.12,732.5620081,827.7066511,731.0654704,825.4118993
06.01.12,728.9407014,826.2692792,727.1632957,824.3199003
09.01.12,724.749202,820.7404663,722.8839558,818.5619047
10.01.12,746.1161782,836.7570028,744.0841839,834.8293223
11.01.12,745.7049809,837.3417969,743.6783428,835.5183901
12.01.12,750.696731,843.0588425,748.7613124,841.5016843
13.01.12,747.2727237,838.5153728,745.5619436,836.7664657
16.01.12,753.1556565,846.1502736,751.4100476,844.8870027
17.01.12,766.3355478,859.2878983,764.5556335,857.8829073
18.01.12,770.0971263,862.7609989,768.4027341,861.5930135
19.01.12,781.4218237,871.564046,779.6073433,870.550988
20.01.12,780.1376678,870.1977767,778.3269409,868.9062868
23.01.12,785.4293261,874.7596078,783.7161995,873.4501405
24.01.12,782.7359041,871.2944599,781.0439956,870.1858439
25.01.12,785.7933433,874.6821744,783.9388741,873.3116497
26.01.12,798.8692121,888.1689814,797.1250994,887.163465
27.01.12,795.9140969,883.9090885,794.2147878,883.1231293
30.01.12,785.6185489,874.6803721,783.870651,873.6489087
31.01.12,791.6664334,880.5382035,789.7696458,879.4800966
01.02.12,811.7094945,900.2163212,809.6535088,898.8279425
02.02.12,817.6426936,906.1407042,815.6103103,905.2066479
03.02.12,831.4660367,922.4628288,829.3661983,921.9229113
06.02.12,829.4068388,923.5589263,827.2226987,923.1677407
07.02.12,826.9605199,918.7729282,824.9073566,918.3575548
08.02.12,829.0230541,921.8598985,826.9847351,922.510388
09.02.12,834.9841248,928.3414547,832.8782952,928.8632635
10.02.12,824.4844337,918.0879912,822.1893364,918.4360952
13.02.12,829.6511162,924.0581314,827.4765669,924.3332356
14.02.12,829.1755692,922.3783663,826.979963,922.9400365
15.02.12,836.2457696,929.0262791,834.0467787,929.4978224
16.02.12,835.2939148,926.5411576,833.2881756,927.2753366
17.02.12,848.4810315,938.7794336,846.4430244,939.8210409
20.02.12,860.7884385,951.0240177,858.5826481,952.1482893
21.02.12,852.6266632,943.8000522,850.564966,944.6294051
22.02.12,844.510558,936.0684329,842.3281887,936.4621128
23.02.12,843.5901707,932.5429966,841.3358602,932.7837918
24.02.12,849.4026414,939.0797046,847.5361342,939.9574065
27.02.12,845.39939,934.6903807,843.1507924,935.2437672
28.02.12,849.4197134,939.409737,847.0920672,940.053159
29.02.12,844.0267122,936.0001916,841.6790088,936.263368
01.03.12,855.4183483,944.5878807,853.1806368,945.3574278
02.03.12,855.5812772,945.4371017,853.4041248,946.3465279
05.03.12,848.1271747,938.059869,845.9183686,938.4814632
06.03.12,815.6390835,904.7175258,813.4630738,904.3457161
07.03.12,823.1688611,909.8168844,820.9194653,909.7699791
08.03.12,843.0291803,930.4722573,840.6917614,930.6126152
09.03.12,848.6472397,937.347356,846.2766805,937.7536741
12.03.12,853.4489101,938.9902181,851.1175632,939.2262543
13.03.12,866.2035629,950.1454861,863.9689918,950.6750786
14.03.12,876.1448191,961.0658857,873.9060651,961.639652
15.03.12,883.8385786,969.0559841,881.6772937,969.6197364
16.03.12,884.3378463,969.1397256,882.2405458,970.6034417
19.03.12,884.7607347,968.7160614,882.6524697,970.369899
20.03.12,873.5464943,954.94561,871.4602703,955.5820678
21.03.12,876.5844618,956.1617213,874.6175944,956.9392313
22.03.12,869.3232486,946.6508023,867.1946983,947.3651711
23.03.12,873.1574753,953.0949373,870.9015619,954.216964
26.03.12,886.8974894,967.5031943,884.4670126,968.7070515
27.03.12,886.4646951,969.402215,883.8523815,970.1085413
28.03.12,875.0262717,958.2492675,872.549368,959.066455
29.03.12,858.8104541,942.4806213,856.1621359,942.8587543
30.03.12,870.00193,954.7676282,867.2472148,955.4172568
02.04.12,886.2606015,969.6208397,883.3951582,969.6184286
03.04.12,880.0030976,967.0990404,877.1973856,967.4670098
04.04.12,853.0388772,938.5631294,850.2447086,938.3301743
05.04.12,856.2377868,941.8985533,853.4823018,942.9267619
06.04.12,856.2377868,941.8985533,853.4823018,942.9267619
09.04.12,856.2377868,941.8985533,853.4823018,942.9267619
10.04.12,835.3778566,921.5183312,832.6583866,921.9934645
11.04.12,845.5927048,931.805431,842.914527,932.8533174
12.04.12,857.6872945,946.3240593,854.8771561,946.7335549
13.04.12,840.0262894,931.3571197,837.1355473,931.4827487
16.04.12,845.2306877,937.8050846,842.3493479,938.0527722
17.04.12,867.6261682,962.4726628,864.5555954,961.9065446
18.04.12,860.7623585,954.2483945,857.7520569,954.8452873
19.04.12,854.9027887,949.124569,851.923183,949.4941231
20.04.12,863.2055882,956.0225125,860.2690598,956.7863075
23.04.12,834.9642473,925.76554,831.9967359,926.9903911
24.04.12,845.5014224,936.3817485,842.5900839,937.5109765
25.04.12,862.8320164,955.0955653,859.8387358,956.1272733
26.04.12,862.4326776,959.0242092,859.4294508,960.6673203
27.04.12,872.0335742,969.7677085,869.065396,971.9411743
30.04.12,867.8688031,970.1773595,864.8149504,971.6777849
01.05.12,867.8688031,970.1773595,864.8149504,971.6777849
02.05.12,863.8699871,965.4263721,860.9583073,966.7560824
03.05.12,863.3210601,967.8589551,860.4212895,969.3712003
04.05.12,846.5788781,948.3897971,843.6955145,949.5637656
07.05.12,848.6505996,949.6461007,845.7770499,951.1520662
08.05.12,830.5312761,929.5874174,827.5950689,930.5378816
09.05.12,834.761313,931.3883679,831.7934724,932.3080653
10.05.12,836.4110603,933.0594142,833.418789,933.7899638
11.05.12,842.4582182,938.3827595,839.4115868,939.5470019
14.05.12,824.966204,921.0488423,821.8927869,921.8889775
15.05.12,820.1588755,915.6426115,817.1125033,916.0550572
16.05.12,817.8524659,913.5077762,814.9634865,914.2785912
17.05.12,807.3135916,903.1840887,804.2193156,903.4000316
18.05.12,798.8485532,892.3326965,795.9548963,892.4320017
21.05.12,808.3391653,901.6541212,805.4307018,902.0865407
22.05.12,824.5852598,919.2857411,821.4750052,919.9627406
23.05.12,805.062941,898.5877652,802.0039336,898.8490782
24.05.12,804.3971821,899.0009308,801.1201738,899.0175325
25.05.12,805.3381023,900.2543732,802.0681246,900.1985347
28.05.12,805.9683323,902.8634511,802.6577804,902.7586766
29.05.12,817.0084916,919.46147,813.6032259,919.4064419
30.05.12,800.8735784,902.1510508,797.4449074,901.7558442
31.05.12,800.1435178,900.0468329,796.7631656,900.045354
01.06.12,774.4891507,871.977482,771.1583461,871.3601201
04.06.12,761.8952628,857.3770722,758.7887204,856.2522187
05.06.12,762.1655385,857.0617065,758.8605163,857.2264187
06.06.12,780.9234307,879.5091758,777.4950792,878.9589693
07.06.12,795.0759217,895.2856848,791.6504123,895.0808198
08.06.12,789.4346106,887.808602,786.078342,887.4122113
11.06.12,789.8581987,888.8365933,786.471332,888.0546172
12.06.12,789.2737606,885.7213037,786.0276554,885.280013
13.06.12,786.955793,881.6514233,783.6676186,881.2564224
14.06.12,786.0456466,881.6999515,782.8710085,881.6537019
15.06.12,797.374972,891.8203117,794.3135472,891.9731837
18.06.12,798.3816442,893.8859143,795.3122313,893.6437381
19.06.12,816.8103889,910.9989989,813.6515028,911.4573019
20.06.12,820.3247118,917.3546612,817.1534679,917.8667181
21.06.12,815.2423045,911.849842,812.0354355,912.4552999
22.06.12,802.7269731,898.0812831,799.6820564,898.4445121
25.06.12,785.3477169,881.8566656,782.1132057,880.7676876
